subject	predicate	object	birthPlace	<predicate>	age	object
Jerry_Prem_Raj 	birthDate 	1901-01-01	Venganoor 	<age>	123	123
Jerry_Prem_Raj 	gender 	Male	Venganoor 	<gender >		Male
Jesse_Tafero 	gender 	Male	United_States 	<gender >		Male
Jesse_Tafero 	nationality 	United_States 	United_States 	<nationality >		United_States 
Juan_Mateos 	gender 	Male	Gibraltar 	<gender >		Male
Juan_Mateos 	knowsLanguage 	Spanish_language	Gibraltar 	<knowsLanguage >		Spanish_lang
Juan_Mateos 	nationality 	Spain 	Gibraltar 	<nationality >		Spain 
Judith_Bailey__u0028_academic_u0029_ 	alumniOf 	Harvard_University 	North_Carolina 	<alumniOf >		Harvard_University 
Judith_Bailey__u0028_academic_u0029_ 	alumniOf 	Coker_University 	North_Carolina 	<alumniOf >		Coker_University 
Judith_Bailey__u0028_academic_u0029_ 	birthDate 	1946-08-24	North_Carolina 	<age>	77	77
Judith_Bailey__u0028_academic_u0029_ 	gender 	Female	North_Carolina 	<gender >		Female
Judith_Bailey__u0028_academic_u0029_ 	worksFor 	George_Mason_University 	North_Carolina 	<worksFor >		George_Mason_University 
Judith_Bailey__u0028_academic_u0029_ 	worksFor 	University_of_Maine 	North_Carolina 	<worksFor >		University_of_Maine 
Judith_Bailey__u0028_academic_u0029_ 	worksFor 	University_of_Maryland_u002C__College_Park 	North_Carolina 	<worksFor >		University_of_Maryland_u002C__College_Park 
Judith_Bailey__u0028_academic_u0029_ 	worksFor 	Western_Michigan_University 	North_Carolina 	<worksFor >		Western_Michigan_University 
Judith_Bailey__u0028_academic_u0029_ 	worksFor 	Northern_Michigan_University 	North_Carolina 	<worksFor >		Northern_Michigan_University 
Judy_Doyle 	gender 	Female	Dublin 	<gender >		Female
Scott_Jennings 	alumniOf 	University_of_Louisville 	Dawson_Springs_u002C__Kentucky 	<alumniOf >		University_of_Louisville 
Scott_Jennings 	birthDate 	1977-10-26	Dawson_Springs_u002C__Kentucky 	<age>	46	46
Scott_Jennings 	memberOf 	Republican_Party__u0028_United_States_u0029_ 	Dawson_Springs_u002C__Kentucky 	<memberOf >		Republican_Party__u0028_United_States_u0029_ 
Thomas_Billington__u0028_executioner_u0029_ 	birthDate 	1872-01-01	Bolton 	<age>	152	152
Thomas_Billington__u0028_executioner_u0029_ 	gender 	Male	Bolton 	<gender >		Male
William_Joel_Bryan 	birthDate 	1815-12-14	Ste_u002E__Genevieve_County_u002C__Missouri 	<age>	208	208
William_Joel_Bryan 	gender 	Male	Ste_u002E__Genevieve_County_u002C__Missouri 	<gender >		Male
James_Long__u0028_filibuster_u0029_ 	birthDate 	1793-02-09	Culpeper_County_u002C__Virginia 	<age>	231	231
James_Long__u0028_filibuster_u0029_ 	gender 	Male	Culpeper_County_u002C__Virginia 	<gender >		Male
James_Long__u0028_filibuster_u0029_ 	nationality 	United_States 	Culpeper_County_u002C__Virginia 	<nationality >		United_States 
James_Martin_II 	award 	Medal_of_Honor	Derry 	<award >		Medal_of_Honor
James_Martin_II 	birthDate 	1826-01-01	Derry 	<age>	198	198
James_Martin_II 	gender 	Male	Derry 	<gender >		Male
James_Milholland 	birthDate 	1887-10-25	Pittsburgh 	<age>	136	136
James_Milholland 	gender 	Male	Pittsburgh 	<gender >		Male
James_Milholland 	nationality 	United_States 	Pittsburgh 	<nationality >		United_States 
James_P_u002E__Moore_Jr_u002E_ 	alumniOf 	Rutgers_University 	Joliet_u002C__Illinois 	<alumniOf >		Rutgers_University 
James_P_u002E__Moore_Jr_u002E_ 	alumniOf 	University_of_Pittsburgh 	Joliet_u002C__Illinois 	<alumniOf >		University_of_Pittsburgh 
James_P_u002E__Moore_Jr_u002E_ 	alumniOf 	The_Kiski_School 	Joliet_u002C__Illinois 	<alumniOf >		The_Kiski_School 
James_P_u002E__Moore_Jr_u002E_ 	birthDate 	1953-03-01	Joliet_u002C__Illinois 	<age>	71	71
James_P_u002E__Moore_Jr_u002E_ 	gender 	Male	Joliet_u002C__Illinois 	<gender >		Male
James_P_u002E__Moore_Jr_u002E_ 	nationality 	United_States 	Joliet_u002C__Illinois 	<nationality >		United_States 
James_Ross_u002C__7th_Lord_Ross 	gender 	Male	Renfrewshire 	<gender >		Male
Jesse_Tafero 	birthDate 	1946-10-12	United_States 	<age>	77	77
Jessie_Harlan_Lincoln 	birthDate 	1875-11-06	Chicago 	<age>	148	148
Josiah_O_u002E__Livingston 	award 	Medal_of_Honor	Walden_u002C__Vermont 	<award >		Medal_of_Honor
Josiah_O_u002E__Livingston 	birthDate 	1837-02-03	Walden_u002C__Vermont 	<age>	187	187
Joyce_Hamilton_Berry 	alumniOf 	University_of_Kentucky 	Lexington_u002C__Kentucky 	<alumniOf >		University_of_Kentucky 
Joyce_Hamilton_Berry 	birthDate 	1937-01-01	Lexington_u002C__Kentucky 	<age>	87	87
Joyce_Hamilton_Berry 	gender 	Female	Lexington_u002C__Kentucky 	<gender >		Female
Joyce_Hamilton_Berry 	nationality 	United_States 	Lexington_u002C__Kentucky 	<nationality >		United_States 
Juan_Cortada_y_Quintana 	birthDate 	1820-01-01	Ponce_u002C__Puerto_Rico 	<age>	204	204
Juan_Cortada_y_Quintana 	gender 	Male	Ponce_u002C__Puerto_Rico 	<gender >		Male
Juan_de_la_Cerda_u002C__6th_Duke_of_Medinaceli 	award 	Knight_Of_The_Order_Of_The_Golden_Fleece_Q15117228	Cogolludo 	<award >		Knight_Of_The_Order_Of_The_Golden_Fleece_Q15117228
Juan_de_la_Cerda_u002C__6th_Duke_of_Medinaceli 	birthDate 	1569-05-30	Cogolludo 	<age>	454	454
Juan_de_la_Cerda_u002C__6th_Duke_of_Medinaceli 	gender 	Male	Cogolludo 	<gender >		Male
Juan_Lainé_Desombres 	birthDate 	1884-07-04	Puebla 	<age>	139	139
Juan_Lainé_Desombres 	gender 	Male	Puebla 	<gender >		Male
Juan_Martín_de_Veramendi 	birthDate 	1778-12-17	San_Antonio 	<age>	245	245
Juan_Martín_de_Veramendi 	gender 	Male	San_Antonio 	<gender >		Male
Lane_Frost 	award 	Rodeo_Hall_of_Fame 	La_Junta_u002C__Colorado 	<award >		Rodeo_Hall_of_Fame 
Lane_Frost 	birthDate 	1963-10-12	La_Junta_u002C__Colorado 	<age>	60	60
Lane_Frost 	gender 	Male	La_Junta_u002C__Colorado 	<gender >		Male
Lane_Frost 	nationality 	United_States 	La_Junta_u002C__Colorado 	<nationality >		United_States 
Larry_Torres 	birthDate 	1954-01-01	Arroyo_Seco_u002C__New_Mexico 	<age>	70	70
Larry_Torres 	gender 	Male	Arroyo_Seco_u002C__New_Mexico 	<gender >		Male
Larry_Torres 	nationality 	United_States 	Arroyo_Seco_u002C__New_Mexico 	<nationality >		United_States 
Laure_Rièse 	alumniOf 	University_of_Paris 	Neuchâtel 	<alumniOf >		University_of_Paris 
Laure_Rièse 	alumniOf 	University_of_Toronto 	Neuchâtel 	<alumniOf >		University_of_Toronto 
Laure_Rièse 	award 	Officer_of_the_Order_of_Canada	Neuchâtel 	<award >		Officer_of_the_Order_of_Canada
Laure_Rièse 	award 	Order_of_Ontario 	Neuchâtel 	<award >		Order_of_Ontario 
Laure_Rièse 	birthDate 	1910-01-01	Neuchâtel 	<age>	114	114
Laure_Rièse 	gender 	Female	Neuchâtel 	<gender >		Female
Laure_Rièse 	nationality 	Switzerland 	Neuchâtel 	<nationality >		Switzerland 
Lauren_S_u002E__McCready 	alumniOf 	United_States_Merchant_Marine_Academy 	Pelham_Manor_u002C__New_York 	<alumniOf >		United_States_Merchant_Marine_Academy 
Lauren_S_u002E__McCready 	award 	Department_of_Commerce_Gold_Medal 	Pelham_Manor_u002C__New_York 	<award >		Department_of_Commerce_Gold_Medal 
Lauren_S_u002E__McCready 	birthDate 	1915-07-26	Pelham_Manor_u002C__New_York 	<age>	108	108
Lauren_S_u002E__McCready 	gender 	Male	Pelham_Manor_u002C__New_York 	<gender >		Male
Lauren_S_u002E__McCready 	nationality 	United_States 	Pelham_Manor_u002C__New_York 	<nationality >		United_States 
Lauren_Samuels 	alumniOf 	Stratford-upon-Avon_College 	Hammersmith 	<alumniOf >		Stratford-upon-Avon_College 
Lauren_Samuels 	alumniOf 	Higham_Lane_School 	Hammersmith 	<alumniOf >		Higham_Lane_School 
Lauren_Samuels 	birthDate 	1988-03-26	Hammersmith 	<age>	36	36
Lauren_Samuels 	gender 	Female	Hammersmith 	<gender >		Female
Laurenus_Clark_Seelye 	alumniOf 	Union_College 	Bethel_u002C__Connecticut 	<alumniOf >		Union_College 
Laurenus_Clark_Seelye 	alumniOf 	Andover_Theological_Seminary 	Bethel_u002C__Connecticut 	<alumniOf >		Andover_Theological_Seminary 
Laurenus_Clark_Seelye 	birthDate 	1837-09-30	Bethel_u002C__Connecticut 	<age>	186	186
Laurenus_Clark_Seelye 	gender 	Male	Bethel_u002C__Connecticut 	<gender >		Male
Laurenus_Clark_Seelye 	memberOf 	Phi_Beta_Kappa 	Bethel_u002C__Connecticut 	<memberOf >		Phi_Beta_Kappa 
Laurenus_Clark_Seelye 	nationality 	United_States 	Bethel_u002C__Connecticut 	<nationality >		United_States 
Lawrence_DiCara 	alumniOf 	Harvard_Kennedy_School 	Dorchester_u002C__Boston 	<alumniOf >		Harvard_Kennedy_School 
Lawrence_DiCara 	alumniOf 	Harvard_College 	Dorchester_u002C__Boston 	<alumniOf >		Harvard_College 
Lawrence_DiCara 	alumniOf 	Suffolk_University_Law_School 	Dorchester_u002C__Boston 	<alumniOf >		Suffolk_University_Law_School 
Lawrence_DiCara 	birthDate 	1949-01-01	Dorchester_u002C__Boston 	<age>	75	75
Lawrence_DiCara 	gender 	Male	Dorchester_u002C__Boston 	<gender >		Male
Lawrence_DiCara 	memberOf 	Democratic_Party__u0028_United_States_u0029_ 	Dorchester_u002C__Boston 	<memberOf >		Democratic_Party__u0028_United_States_u0029_ 
Lawrence_DiCara 	nationality 	United_States 	Dorchester_u002C__Boston 	<nationality >		United_States 
Lawrence_Wnuk 	award 	Commander_Of_The_Cross_Of_The_Order_Of_Merit_Of_The_Republic_Of_Poland_Q20853466	Witrogoszcz 	<award >		Commander_Of_The_Cross_Of_The_Order_Of_Merit_Of_The_Republic_Of_Poland_Q20853466
Lawrence_Wnuk 	award 	Order_of_Ontario 	Witrogoszcz 	<award >		Order_of_Ontario 
Lawrence_Wnuk 	birthDate 	1908-08-06	Witrogoszcz 	<age>	115	115
Lawrence_Wnuk 	gender 	Male	Witrogoszcz 	<gender >		Male
Lawrence_Wnuk 	knowsLanguage 	Polish_language	Witrogoszcz 	<knowsLanguage >		Polish_lang
Lawrence_Wnuk 	nationality 	Poland 	Witrogoszcz 	<nationality >		Poland 
Lê_Ph_u1EE5__Tr_u1EA7_n 	gender 	Male	Hanoi 	<gender >		Male
Lê_Ph_u1EE5__Tr_u1EA7_n 	nationality 	Vietnam 	Hanoi 	<nationality >		Vietnam 
Margaret_Courtenay_u002C__Baroness_Herbert 	birthDate 	1490-01-01	Devon 	<age>	534	534
Margaret_Courtenay_u002C__Baroness_Herbert 	gender 	Female	Devon 	<gender >		Female
Lee_Meng 	birthDate 	1926-01-01	Guangzhou 	<age>	98	98
Lee_Meng 	gender 	Female	Guangzhou 	<gender >		Female
Lee_Meng 	nationality 	Malaysia 	Guangzhou 	<nationality >		Malaysia 
Marguerite_Brouzet 	birthDate 	1855-12-19	Paris 	<age>	168	168
Marguerite_Brouzet 	gender 	Female	Paris 	<gender >		Female
Marguerite_Brouzet 	knowsLanguage 	French_language	Paris 	<knowsLanguage >		French_lang
Marguerite_Brouzet 	nationality 	France 	Paris 	<nationality >		France 
Marianne_Johnson 	gender 	Female	Kildare 	<gender >		Female
Marianne_Strauss 	birthDate 	1923-01-01	Essen 	<age>	101	101
Marianne_Strauss 	gender 	Female	Essen 	<gender >		Female
Marianne_Strauss 	knowsLanguage 	German_language	Essen 	<knowsLanguage >		German_lang
Marianne_Strauss 	memberOf 	General_Jewish_Labour_Bund 	Essen 	<memberOf >		General_Jewish_Labour_Bund 
Marianne_Strauss 	nationality 	Germany 	Essen 	<nationality >		Germany 
Marisa_Lino 	alumniOf 	George_Washington_University 	Trieste 	<alumniOf >		George_Washington_University 
Marisa_Lino 	alumniOf 	Portland_State_University 	Trieste 	<alumniOf >		Portland_State_University 
Marisa_Lino 	birthDate 	1950-08-12	Trieste 	<age>	73	73
Marisa_Lino 	gender 	Female	Trieste 	<gender >		Female
Marisa_Lino 	worksFor 	Johns_Hopkins_University 	Trieste 	<worksFor >		Johns_Hopkins_University 
Mark_Dean_Schwab 	birthDate 	1968-12-16	Dover_u002C__Ohio 	<age>	55	55
Mark_Dean_Schwab 	gender 	Male	Dover_u002C__Ohio 	<gender >		Male
Mark_Dean_Schwab 	nationality 	United_States 	Dover_u002C__Ohio 	<nationality >		United_States 
Mark_Eubank 	alumniOf 	University_of_California_u002C__Los_Angeles 	Redding_u002C__California 	<alumniOf >		University_of_California_u002C__Los_Angeles 
Mark_Eubank 	alumniOf 	University_of_Utah 	Redding_u002C__California 	<alumniOf >		University_of_Utah 
Mark_Eubank 	birthDate 	1940-06-10	Redding_u002C__California 	<age>	83	83
Mark_Eubank 	gender 	Male	Redding_u002C__California 	<gender >		Male
Mark_Eubank 	nationality 	United_States 	Redding_u002C__California 	<nationality >		United_States 
Mark_Fulton__u0028_loyalist_u0029_ 	birthDate 	1961-01-01	Portadown 	<age>	63	63
Mark_Fulton__u0028_loyalist_u0029_ 	gender 	Male	Portadown 	<gender >		Male
Mark_Payne__u0028_make-up_artist_u0029_ 	alumniOf 	Kinder_High_School_for_the_Performing_and_Visual_Arts 	Baker_City_u002C__Oregon 	<alumniOf >		Kinder_High_School_for_the_Performing_and_Visual_Arts 
Mark_Payne__u0028_make-up_artist_u0029_ 	birthDate 	1965-07-02	Baker_City_u002C__Oregon 	<age>	58	58
Mark_Payne__u0028_make-up_artist_u0029_ 	gender 	Male	Baker_City_u002C__Oregon 	<gender >		Male
Mark_Payne__u0028_make-up_artist_u0029_ 	nationality 	United_States 	Baker_City_u002C__Oregon 	<nationality >		United_States 
Mark_W_u002E__Ellingson 	alumniOf 	Ohio_State_University 	Magrath_u002C__Alberta 	<alumniOf >		Ohio_State_University 
Mark_W_u002E__Ellingson 	alumniOf 	University_of_Rochester 	Magrath_u002C__Alberta 	<alumniOf >		University_of_Rochester 
Mark_W_u002E__Ellingson 	birthDate 	1904-06-05	Magrath_u002C__Alberta 	<age>	119	119
Mark_W_u002E__Ellingson 	gender 	Male	Magrath_u002C__Alberta 	<gender >		Male
Mark_W_u002E__Ellingson 	worksFor 	Rochester_Institute_of_Technology 	Magrath_u002C__Alberta 	<worksFor >		Rochester_Institute_of_Technology 
Markos_Drakos__u0028_EOKA_fighter_u0029_ 	birthDate 	1932-09-24	Kalopanagiotis 	<age>	91	91
Markos_Drakos__u0028_EOKA_fighter_u0029_ 	gender 	Male	Kalopanagiotis 	<gender >		Male
Injong_of_Goryeo 	birthDate 	1109-11-05	Korea 	<age>	914	914
Mentor_Graham 	birthDate 	1800-01-01	Greensburg_u002C__Kentucky 	<age>	224	224
Mentor_Graham 	gender 	Male	Greensburg_u002C__Kentucky 	<gender >		Male
Mentor_Graham 	nationality 	United_States 	Greensburg_u002C__Kentucky 	<nationality >		United_States 
Meraj_Khalid_Noor 	birthDate 	1980-07-19	Bihar 	<age>	43	43
Meraj_Khalid_Noor 	gender 	Male	Bihar 	<gender >		Male
Meraj_Khalid_Noor 	nationality 	India 	Bihar 	<nationality >		India 
Mercer_Reynolds 	alumniOf 	University_of_North_Carolina_at_Chapel_Hill 	Chattanooga_u002C__Tennessee 	<alumniOf >		University_of_North_Carolina_at_Chapel_Hill 
Mercer_Reynolds 	alumniOf 	UNC_Kenan_u2013_Flagler_Business_School 	Chattanooga_u002C__Tennessee 	<alumniOf >		UNC_Kenan_u2013_Flagler_Business_School 
Mercer_Reynolds 	birthDate 	1945-06-17	Chattanooga_u002C__Tennessee 	<age>	78	78
Mercer_Reynolds 	gender 	Male	Chattanooga_u002C__Tennessee 	<gender >		Male
Michael_Back 	alumniOf 	University_of_Sydney 	Newcastle_u002C__New_South_Wales 	<alumniOf >		University_of_Sydney 
Michael_Back 	alumniOf 	Sydney_Law_School 	Newcastle_u002C__New_South_Wales 	<alumniOf >		Sydney_Law_School 
Michael_Back 	alumniOf 	Newcastle_Boys_u0027__High_School 	Newcastle_u002C__New_South_Wales 	<alumniOf >		Newcastle_Boys_u0027__High_School 
Michael_Back 	birthDate 	1957-06-26	Newcastle_u002C__New_South_Wales 	<age>	66	66
Michael_Back 	gender 	Male	Newcastle_u002C__New_South_Wales 	<gender >		Male
Michael_Back 	worksFor 	University_of_Queensland 	Newcastle_u002C__New_South_Wales 	<worksFor >		University_of_Queensland 
Michael_Connelly__u0028_Medal_of_Honor_u0029_ 	award 	Medal_of_Honor	Brooksville_u002C__Maine 	<award >		Medal_of_Honor
Michael_Connelly__u0028_Medal_of_Honor_u0029_ 	birthDate 	1843-01-01	Brooksville_u002C__Maine 	<age>	181	181
Michael_Connelly__u0028_Medal_of_Honor_u0029_ 	gender 	Male	Brooksville_u002C__Maine 	<gender >		Male
Michael_Connelly__u0028_Medal_of_Honor_u0029_ 	nationality 	United_States 	Brooksville_u002C__Maine 	<nationality >		United_States 
Michael_Finton 	birthDate 	1980-01-01	Visalia_u002C__California 	<age>	44	44
Michael_Finton 	gender 	Male	Visalia_u002C__California 	<gender >		Male
Michael_Finton 	nationality 	United_States 	Visalia_u002C__California 	<nationality >		United_States 
Michael_Graydon 	alumniOf 	Royal_Air_Force_College_Cranwell 	Kew 	<alumniOf >		Royal_Air_Force_College_Cranwell 
Michael_Graydon 	alumniOf 	Wycliffe_College_u002C__Gloucestershire 	Kew 	<alumniOf >		Wycliffe_College_u002C__Gloucestershire 
Michael_Graydon 	award 	Knight_Grand_Cross_Of_The_Order_Of_The_Bath_Q12177451	Kew 	<award >		Knight_Grand_Cross_Of_The_Order_Of_The_Bath_Q12177451
Michael_Graydon 	award 	Commander_Of_The_Order_Of_The_British_Empire_Q12201477	Kew 	<award >		Commander_Of_The_Order_Of_The_British_Empire_Q12201477
Michael_Graydon 	birthDate 	1938-10-24	Kew 	<age>	85	85
Michael_Graydon 	gender 	Male	Kew 	<gender >		Male
Michael_Graydon 	knowsLanguage 	English_language	Kew 	<knowsLanguage >		English_lang
Michael_Otu 	birthDate 	1925-10-25	Adukrom 	<age>	98	98
Michael_Otu 	gender 	Male	Adukrom 	<gender >		Male
Michael_Otu 	knowsLanguage 	English_language	Adukrom 	<knowsLanguage >		English_lang
Michael_Otu 	knowsLanguage 	Twi	Adukrom 	<knowsLanguage >		Twi
Michael_Otu 	nationality 	Ghana 	Adukrom 	<nationality >		Ghana 
Michael_Stone__u0028_criminal_u0029_ 	birthDate 	1960-01-01	Royal_Tunbridge_Wells 	<age>	64	64
Michael_Stone__u0028_criminal_u0029_ 	gender 	Male	Royal_Tunbridge_Wells 	<gender >		Male
Michael_Stone__u0028_criminal_u0029_ 	knowsLanguage 	English_language	Royal_Tunbridge_Wells 	<knowsLanguage >		English_lang
Michael_Wintringham 	alumniOf 	Victoria_University_of_Wellington 	Blenheim_u002C__New_Zealand 	<alumniOf >		Victoria_University_of_Wellington 
Michael_Wintringham 	alumniOf 	St_John_u0027_s_College_u002C__Hastings 	Blenheim_u002C__New_Zealand 	<alumniOf >		St_John_u0027_s_College_u002C__Hastings 
Michael_Wintringham 	birthDate 	1947-01-01	Blenheim_u002C__New_Zealand 	<age>	77	77
Michael_Wintringham 	gender 	Male	Blenheim_u002C__New_Zealand 	<gender >		Male
Michelangelo_Pisani_di_Massa_e_di_Mormile 	birthDate 	1933-01-01	Naples 	<age>	91	91
Michelangelo_Pisani_di_Massa_e_di_Mormile 	gender 	Male	Naples 	<gender >		Male
Lionel_Boas 	birthDate 	1875-01-01	South_Australia 	<age>	149	149
Livy_Wijemanne 	alumniOf 	Royal_College_u002C__Colombo 	Sri_Lanka 	<alumniOf >		Royal_College_u002C__Colombo 
Livy_Wijemanne 	birthDate 	1917-01-01	Sri_Lanka 	<age>	107	107
Livy_Wijemanne 	gender 	Male	Sri_Lanka 	<gender >		Male
Livy_Wijemanne 	nationality 	Sri_Lanka 	Sri_Lanka 	<nationality >		Sri_Lanka 
Lloyd_Edgar_Acree 	award 	Navy_Cross 	Beggs_u002C__Oklahoma 	<award >		Navy_Cross 
Lloyd_Edgar_Acree 	birthDate 	1920-07-31	Beggs_u002C__Oklahoma 	<age>	103	103
Lloyd_Edgar_Acree 	gender 	Male	Beggs_u002C__Oklahoma 	<gender >		Male
Lloyd_Edgar_Acree 	nationality 	United_States 	Beggs_u002C__Oklahoma 	<nationality >		United_States 
Nguy_u1EC5_n_Phúc_H_u1ED3_ng_B_u1EA3_o 	birthDate 	1825-04-19	Hu_u1EBF_ 	<age>	198	198
Nguy_u1EC5_n_Phúc_H_u1ED3_ng_B_u1EA3_o 	gender 	Male	Hu_u1EBF_ 	<gender >		Male
Sukhumabhinanda 	birthDate 	1923-11-15	Bangkok 	<age>	100	100
Sukhumabhinanda 	gender 	Male	Bangkok 	<gender >		Male
L_u1EEF__M_u1ED9_ng_Lan 	alumniOf 	United_States_Army_Command_and_General_Staff_College 	Qu_u1EA3_ng_Tr_u1ECB_ 	<alumniOf >		United_States_Army_Command_and_General_Staff_College 
L_u1EEF__M_u1ED9_ng_Lan 	award 	National_Order_of_Vietnam 	Qu_u1EA3_ng_Tr_u1ECB_ 	<award >		National_Order_of_Vietnam 
L_u1EEF__M_u1ED9_ng_Lan 	birthDate 	1927-09-28	Qu_u1EA3_ng_Tr_u1ECB_ 	<age>	96	96
L_u1EEF__M_u1ED9_ng_Lan 	gender 	Male	Qu_u1EA3_ng_Tr_u1ECB_ 	<gender >		Male
L_u1EEF__M_u1ED9_ng_Lan 	nationality 	Vietnam 	Qu_u1EA3_ng_Tr_u1ECB_ 	<nationality >		Vietnam 
Lady_Augusta_Gordon 	birthDate 	1803-11-17	London 	<age>	220	220
Lady_Augusta_Gordon 	gender 	Female	London 	<gender >		Female
Loretta_Ucelli 	alumniOf 	West_Virginia_University 	Staten_Island 	<alumniOf >		West_Virginia_University 
Loretta_Ucelli 	birthDate 	1954-03-10	Staten_Island 	<age>	70	70
Loretta_Ucelli 	gender 	Female	Staten_Island 	<gender >		Female
Loretta_Ucelli 	memberOf 	Democratic_Party__u0028_United_States_u0029_ 	Staten_Island 	<memberOf >		Democratic_Party__u0028_United_States_u0029_ 
Lot_Smith 	birthDate 	1830-05-15	Williamstown_u002C__New_York 	<age>	193	193
Lot_Smith 	gender 	Male	Williamstown_u002C__New_York 	<gender >		Male
Lot_Smith 	nationality 	United_States 	Williamstown_u002C__New_York 	<nationality >		United_States 
Lothar_Keller 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Dresden 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Lothar_Keller 	award 	Spanish_Cross 	Dresden 	<award >		Spanish_Cross 
Lothar_Keller 	birthDate 	1914-04-07	Dresden 	<age>	110	110
Lothar_Keller 	gender 	Male	Dresden 	<gender >		Male
Malcolm_Diamond 	alumniOf 	Columbia_University 	New_York_City 	<alumniOf >		Columbia_University 
Malcolm_Diamond 	alumniOf 	Yale_University 	New_York_City 	<alumniOf >		Yale_University 
Malcolm_Diamond 	alumniOf 	Seton_Hall_University 	New_York_City 	<alumniOf >		Seton_Hall_University 
Malcolm_Diamond 	alumniOf 	Yale_School_of_Engineering__u0026__Applied_Science 	New_York_City 	<alumniOf >		Yale_School_of_Engineering__u0026__Applied_Science 
Malcolm_Diamond 	alumniOf 	Yale_Divinity_School 	New_York_City 	<alumniOf >		Yale_Divinity_School 
Malcolm_Diamond 	award 	Guggenheim_Fellowship	New_York_City 	<award >		Guggenheim_Fellowship
Malcolm_Diamond 	birthDate 	1924-11-06	New_York_City 	<age>	99	99
Malcolm_Diamond 	worksFor 	New_York_University 	New_York_City 	<worksFor >		New_York_University 
Malcolm_Diamond 	worksFor 	Princeton_University 	New_York_City 	<worksFor >		Princeton_University 
Malcolm_Geddes 	birthDate 	1832-01-01	Armagh 	<age>	192	192
Malcolm_Geddes 	gender 	Male	Armagh 	<gender >		Male
Malcolm_Leslie_u002C__20th_Earl_of_Rothes 	birthDate 	1902-01-01	Royal_Borough_of_Kensington_and_Chelsea 	<age>	122	122
